Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Rarely,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,3,3,18,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,3,2,2,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,3,1,1,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,4,1,19,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,3,3,18,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,3,1,10,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,3,1,6,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,3,3,7,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,3,3,10,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,3,1,20,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,4,4,14,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,3,4,3,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,3,2,23,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,3,4,10,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,3,4,24,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,3,3,9,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,4,1,9,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,4,2,14,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,3,4,4,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,3,3,7,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,3,3,8,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,3,2,7,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,4,3,1,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,4,2,5,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,3,4,23,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,3,1,1,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,3,4,5,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,3,3,4,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,3,4,6,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,4,3,27,2,5,4,2,1
45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,3,4,15,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,3,4,18,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,3,2,9,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,4,1,11,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,3,2,10,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,3,4,23,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,3,3,10,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,3,3,18,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,3,4,21,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,3,1,21,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,3,3,2,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,3,3,9,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,4,1,18,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,3,1,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,3,1,6,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,3,4,5,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,3,2,22,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,3,4,5,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,3,4,8,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,3,1,16,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,3,3,10,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,3,4,7,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,3,4,3,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,3,4,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,3,1,6,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,3,1,6,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,3,3,2,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,3,3,9,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,3,3,4,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,4,1,6,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,3,2,6,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,3,1,11,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,3,3,20,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,3,2,22,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,3,4,9,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,3,2,10,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,4,4,6,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,3,4,1,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,4,2,8,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,3,1,10,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,3,4,16,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,3,2,15,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,4,3,14,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,3,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,3,2,7,2,4,3,1,3
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,3,3,1,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,3,4,28,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,3,1,10,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,4,3,1,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,3,3,7,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,3,2,14,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,3,1,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,3,3,6,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,3,2,26,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,3,1,6,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,3,2,1,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,4,1,28,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,3,4,6,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,3,4,5,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,3,1,5,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,3,3,8,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,3,4,5,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,4,3,32,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,3,3,6,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,3,1,25,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,3,4,15,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3,1,1,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,3,1,10,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,3,3,7,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,3,1,10,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,4,2,20,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,3,4,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,3,3,12,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,3,1,10,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,3,2,12,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,4,3,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,3,4,10,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4,3,17,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,3,2,15,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,3,2,7,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,3,2,5,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,4,1,12,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,3,3,20,3,1,0,0,0
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,3,2,16,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,3,4,9,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,3,1,33,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,3,4,10,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,4,2,1,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,3,1,3,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,3,1,36,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,3,4,6,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,3,2,10,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,3,4,13,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,3,2,25,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,3,3,23,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,3,3,12,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,3,3,7,2,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3,2,5,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,3,2,6,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,3,3,25,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3,2,9,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,3,4,2,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,3,3,26,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,3,4,10,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,3,4,1,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,4,4,1,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,3,4,1,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,4,2,8,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,18824,3,1,26,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,3,4,34,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,2625,4,3,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,3,3,26,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,3,4,4,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,4,1,31,2,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,3,4,25,2,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,3,3,15,4,11,8,5,10
28,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,3,3,5,2,4,2,0,2
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,19190,3,4,26,2,25,9,14,13
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,3,4,14,4,10,9,1,8
35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,3,4,4,3,3,2,2,2
42,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,3,4,18,3,1,0,0,0
43,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231,3,4,23,4,21,7,15,17
36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,3,4,18,3,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,7978,3,4,10,3,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867,3,2,2,3,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,2838,3,2,8,2,7,0,7,7
30,No,Non-Travel,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,3,3,10,3,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,3,1,10,3,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2080,3,2,5,2,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,3,4,2,2,2,2,2,1
32,No,Travel_Rarely,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,3,3,10,4,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,18061,4,3,22,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17123,3,4,21,3,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,2372,3,4,2,3,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883,3,1,10,3,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,3904,3,1,6,3,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,3,1,10,3,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094,3,1,10,3,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,3,3,10,4,7,6,5,7
28,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674,3,1,10,3,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,3,2,25,3,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,9094,3,3,9,3,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446,3,3,10,2,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,11916,4,4,9,3,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534,3,1,9,3,8,7,1,7
31,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,3,1,10,2,10,8,9,6
41,No,Non-Travel,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,6151,3,1,19,3,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,3,1,3,4,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362,3,3,10,4,3,2,1,2
42,No,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,17861,3,4,21,2,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,3,4,23,3,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,19717,3,1,36,3,7,3,7,7
40,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,3544,3,2,6,3,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,3,4,10,2,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,4661,3,3,9,3,9,8,8,8
41,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,4103,3,4,10,3,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,3,2,9,3,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026,3,2,33,3,33,9,0,10
38,No,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,6893,3,4,11,3,7,7,1,7
34,No,Travel_Rarely,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,6125,3,4,10,4,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3669,3,3,7,2,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,10008,3,4,31,2,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387,4,3,7,3,4,2,0,3
36,No,Travel_Frequently,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639,3,4,17,2,15,7,6,13
